timestamp,is_anomaly,state,label,output
2025-04-07 00:00:00,False,long_fiber,Normal,650.0400102310349
2025-04-07 00:01:00,False,long_fiber,Normal,640.2566017664569
2025-04-07 00:02:00,False,long_fiber,Normal,652.7578494409742
2025-04-07 00:03:00,False,long_fiber,Normal,645.8583807739158
2025-04-07 00:04:00,False,long_fiber,Normal,655.9003961405183
2025-04-07 00:05:00,False,long_fiber,Normal,650.944053433751
2025-04-07 00:06:00,False,long_fiber,Normal,657.5961170107238
2025-04-07 00:07:00,False,long_fiber,Normal,653.3020619044464
2025-04-07 00:08:00,False,long_fiber,Normal,657.4159950238147
2025-04-07 00:09:00,False,long_fiber,Normal,655.2813167763248
2025-04-07 00:10:00,False,long_fiber,Normal,653.2784779980925
2025-04-07 00:11:00,False,long_fiber,Normal,652.3103071051117
2025-04-07 00:12:00,False,long_fiber,Normal,647.530427068862
2025-04-07 00:13:00,False,long_fiber,Normal,653.0190430667307
2025-04-07 00:14:00,False,long_fiber,Normal,651.5387206374044
2025-04-07 00:15:00,False,long_fiber,Normal,648.5613009372139
2025-04-07 00:16:00,False,long_fiber,Normal,651.4139518193193
2025-04-07 00:17:00,False,long_fiber,Normal,646.1829473324103
2025-04-07 00:18:00,False,long_fiber,Normal,646.853802542156
2025-04-07 00:19:00,False,long_fiber,Normal,657.2124488031997
2025-04-07 00:20:00,False,long_fiber,Normal,648.9226587777315
2025-04-07 00:21:00,False,long_fiber,Normal,650.4723549689306
2025-04-07 00:22:00,False,long_fiber,Normal,652.1022940928716
2025-04-07 00:23:00,False,long_fiber,Normal,650.5464599376318
2025-04-07 00:24:00,False,long_fiber,Normal,657.555084584392
2025-04-07 00:25:00,False,long_fiber,Normal,658.6415746732071
2025-04-07 00:26:00,False,long_fiber,Normal,652.2510213422389
2025-04-07 00:27:00,False,long_fiber,Normal,652.8721664173695
2025-04-07 00:28:00,False,long_fiber,Normal,655.1921470453784
2025-04-07 00:29:00,False,long_fiber,Normal,652.4926136721132
2025-04-07 00:30:00,False,long_fiber,Normal,657.0406020470522
2025-04-07 00:31:00,False,long_fiber,Normal,650.2816353261239
2025-04-07 00:32:00,False,long_fiber,Normal,649.6432891902951
2025-04-07 00:33:00,False,long_fiber,Normal,649.8476671411838
2025-04-07 00:34:00,False,long_fiber,Normal,644.1914273980702
2025-04-07 00:35:00,False,long_fiber,Normal,652.8217998626867
2025-04-07 00:36:00,False,long_fiber,Normal,654.7903776280689
2025-04-07 00:37:00,False,long_fiber,Normal,656.3912691112038
2025-04-07 00:38:00,False,long_fiber,Normal,655.4810757853169
2025-04-07 00:39:00,False,long_fiber,Normal,660.7323590137202
2025-04-07 00:40:00,False,long_fiber,Normal,649.6179502139682
2025-04-07 00:41:00,False,long_fiber,Normal,659.42310669245
2025-04-07 00:42:00,False,long_fiber,Normal,655.8378023663462
2025-04-07 00:43:00,False,long_fiber,Normal,640.5932062482224
2025-04-07 00:44:00,False,long_fiber,Normal,664.7423729252214
2025-04-07 00:45:00,False,long_fiber,Normal,659.5048408334776
2025-04-07 00:46:00,False,long_fiber,Normal,654.1889443718753
2025-04-07 00:47:00,False,long_fiber,Normal,653.3158049010907
2025-04-07 00:48:00,False,long_fiber,Normal,650.2697123223235
2025-04-07 00:49:00,False,long_fiber,Normal,655.2538675470881
2025-04-07 00:50:00,False,long_fiber,Normal,656.9598980351062
2025-04-07 00:51:00,False,long_fiber,Normal,655.4722645320038
2025-04-07 00:52:00,False,long_fiber,Normal,658.5146576322335
2025-04-07 00:53:00,False,long_fiber,Normal,655.2831257951663
2025-04-07 00:54:00,False,long_fiber,Normal,656.2397907374092
2025-04-07 00:55:00,False,long_fiber,Normal,661.9633910390402
2025-04-07 00:56:00,False,long_fiber,Normal,658.2202946838398
2025-04-07 00:57:00,False,long_fiber,Normal,657.9635819873537
