timestamp,is_anomaly,state,label,average_weight,bales,total_weight
2025-04-07 00:00:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:01:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:02:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:03:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:04:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:05:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:06:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:07:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:08:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:09:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:10:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:11:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:12:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:13:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:14:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:15:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:16:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:17:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:18:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:19:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:20:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:21:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:22:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:23:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:24:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:25:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:26:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:27:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:28:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:29:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:30:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:31:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:32:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:33:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:34:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:35:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:36:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:37:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:38:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:39:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:40:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:41:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:42:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:43:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:44:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:45:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:46:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:47:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:48:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:49:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:50:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:51:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:52:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:53:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:54:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:55:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:56:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:57:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:58:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 00:59:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:00:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:01:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:02:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:03:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:04:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:05:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:06:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:07:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:08:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:09:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:10:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:11:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:12:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:13:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:14:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:15:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:16:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:17:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:18:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:19:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:20:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:21:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:22:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:23:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:24:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:25:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:26:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:27:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:28:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:29:00,False,off,Normal,0.0,0.0,0.0
2025-04-07 01:30:00,False,idle,Normal,0.0,0.5336502381262405,44.601643816130824
2025-04-07 01:31:00,False,idle,Normal,0.0,0.5021516431123701,50.15337746965599
2025-04-07 01:32:00,False,idle,Normal,0.0,0.4536019961282688,43.67886569755596
2025-04-07 01:33:00,False,idle,Normal,0.0,0.573644483954004,54.82201495611022
2025-04-07 01:34:00,False,idle,Normal,0.0,0.49957664596391527,46.36384736088905
2025-04-07 01:35:00,False,idle,Normal,0.0,0.5449983624375628,45.39436373929483
2025-04-07 01:36:00,False,idle,Normal,0.0,0.5592122178896708,50.77567666832747
2025-04-07 01:37:00,False,idle,Normal,0.0,0.595906199725454,54.04196122692222
2025-04-07 01:38:00,False,idle,Normal,0.0,0.48407742990357294,45.66536410235639
2025-04-07 01:39:00,False,idle,Normal,0.0,0.49885225808565514,49.20315827354104
2025-04-07 01:40:00,False,idle,Normal,0.0,0.46277197380669505,42.615701775437515
2025-04-07 01:41:00,False,idle,Normal,0.0,0.4775954596443322,46.10673070035305
2025-04-07 01:42:00,False,idle,Normal,0.0,0.43936047140885603,57.37511506992764
2025-04-07 01:43:00,False,idle,Normal,0.0,0.5815774654914979,57.185243140971636
2025-04-07 01:44:00,False,idle,Normal,0.0,0.4750671584969176,48.68251478256039
2025-04-07 01:45:00,False,idle,Normal,0.0,0.5071586300389925,53.74467678620287
2025-04-07 01:46:00,False,idle,Normal,0.0,0.6029719067066699,63.247445726499734
2025-04-07 01:47:00,False,idle,Normal,0.0,0.5922104617309015,43.99242042166348
2025-04-07 01:48:00,False,idle,Normal,0.0,0.5849755459016277,50.94118993638971
2025-04-07 01:49:00,False,idle,Normal,0.0,0.5009659216051692,58.239722545262055
2025-04-07 01:50:00,False,idle,Normal,0.0,0.64376664727257,51.39365013332869
2025-04-07 01:51:00,False,idle,Normal,0.0,0.5095527787842211,48.707518326947365
2025-04-07 01:52:00,False,idle,Normal,0.0,0.47297348367453496,48.851775550429096
2025-04-07 01:53:00,False,idle,Normal,0.0,0.4878571999863149,47.55032794024144
2025-04-07 01:54:00,False,idle,Normal,0.0,0.5647482473814838,60.10256404524694
2025-04-07 01:55:00,False,idle,Normal,0.0,0.544279969614578,55.323005892519085
2025-04-07 01:56:00,False,idle,Normal,0.0,0.5464568642433915,56.79829077486152
2025-04-07 01:57:00,False,idle,Normal,0.0,0.573027402401078,54.201133150441564
2025-04-07 01:58:00,False,idle,Normal,0.0,0.47688862649801383,50.576121061298046
2025-04-07 01:59:00,False,idle,Normal,0.0,0.5498056903168685,57.56257586959049
2025-04-07 02:00:00,False,run,Normal,271.14967176596286,8.909084655758623,2465.3624745415264
2025-04-07 02:01:00,False,run,Normal,270.9585194598364,9.065087637273335,2449.000005724563
2025-04-07 02:02:00,False,run,Normal,271.8500839222527,9.030472980789979,2432.8438704615946
2025-04-07 02:03:00,False,run,Normal,271.19933173211217,8.877143202092018,2444.6800046136204
2025-04-07 02:04:00,False,run,Normal,271.50768907659966,8.836953161957505,2476.7946203314123
2025-04-07 02:05:00,False,run,Normal,271.61894381515407,8.992641253457412,2451.7115450984634
2025-04-07 02:06:00,False,run,Normal,271.80895968040863,8.98592425835049,2454.3651688911773
2025-04-07 02:07:00,False,run,Normal,271.66428799088425,9.083925455490313,2457.087835202723
2025-04-07 02:08:00,False,run,Normal,271.285745766372,8.693570755431518,2456.090624467694
2025-04-07 02:09:00,False,run,Normal,271.8857060458724,9.276916013029401,2461.403279373878
2025-04-07 02:10:00,False,run,Normal,271.56761920657016,9.022794163210486,2460.5609343404967
2025-04-07 02:11:00,False,run,Normal,271.64453697113817,9.01356854052102,2453.218956672101
2025-04-07 02:12:00,False,run,Normal,272.0260222671376,9.095126103882466,2488.454276717831
2025-04-07 02:13:00,False,run,Normal,272.17112616207174,9.049088429642715,2461.586303827063
2025-04-07 02:14:00,False,run,Normal,272.0521078662836,9.059509384666129,2461.622912630948
2025-04-07 02:15:00,False,run,Normal,270.98422742370406,8.886814771526948,2453.2626657316996
2025-04-07 02:16:00,False,run,Normal,272.12238511226093,9.01452255115936,2458.6095235292605
2025-04-07 02:17:00,False,run,Normal,272.4160048392282,8.974325345862322,2437.5140491797038
2025-04-07 02:18:00,False,run,Normal,271.6133935544354,9.172223912927373,2468.8226234446715
2025-04-07 02:19:00,False,run,Normal,271.6598956074312,8.979871477078335,2449.570992687992
2025-04-07 02:20:00,False,run,Normal,271.3997683041419,9.15774091873575,2477.541371950391
2025-04-07 02:21:00,False,run,Normal,271.8798170211257,8.98987094540376,2468.874637110611
2025-04-07 02:22:00,False,run,Normal,272.14802332227526,9.002199788502539,2455.137940239526
2025-04-07 02:23:00,False,run,Normal,271.65806574820283,9.236581626546306,2422.3536115967754
2025-04-07 02:24:00,False,run,Normal,272.022868196376,8.915523796835444,2463.507284249191
2025-04-07 02:25:00,False,run,Normal,272.1913723243607,9.067559736503313,2451.588843916787
2025-04-07 02:26:00,False,run,Normal,271.7898905745729,9.217438626608924,2491.0336001787487
2025-04-07 02:27:00,False,run,Normal,270.9775077401456,8.92574444982897,2454.779021463543
2025-04-07 02:28:00,False,run,Normal,271.30708256117555,9.088382393572331,2441.6247873311754
2025-04-07 02:29:00,False,run,Normal,271.6288235763077,9.034032535849,2460.12444106171
2025-04-07 02:30:00,False,run,Normal,271.6360828017208,8.983176246359413,2444.3432519268936
2025-04-07 02:31:00,False,run,Normal,271.33023167403576,9.00219795846681,2453.2895641174223
2025-04-07 02:32:00,False,run,Normal,271.84712486611164,8.991921535664945,2480.714170901262
2025-04-07 02:33:00,False,run,Normal,272.154290898494,9.117551236807927,2445.515040896606
2025-04-07 02:34:00,False,run,Normal,271.315389929271,8.952328380649044,2456.5481067021037
2025-04-07 02:35:00,False,run,Normal,271.1955386964832,8.985343265546954,2465.9354051877413
2025-04-07 02:36:00,False,run,Normal,271.7513479166895,9.11691054228017,2472.580222638882
2025-04-07 02:37:00,False,run,Normal,271.976868084729,8.9559978946514,2427.1888737589875
2025-04-07 02:38:00,False,run,Normal,272.4471119041585,9.180420329705234,2475.36904555738
2025-04-07 02:39:00,False,run,Normal,272.32047851658234,9.12460837232486,2457.0832585020366
2025-04-07 02:40:00,False,run,Normal,271.2643000964062,9.051985344971927,2461.1346487569854
2025-04-07 02:41:00,False,run,Normal,271.81767859923553,9.050383464757827,2463.0464703773473
2025-04-07 02:42:00,False,run,Normal,272.5121806987301,8.923711375942204,2479.7474041314745
2025-04-07 02:43:00,False,run,Normal,272.0629712851473,9.142920752697659,2462.8553458670617
2025-04-07 02:44:00,False,run,Normal,271.5994021642588,9.09308902986383,2452.679068073268
2025-04-07 02:45:00,False,run,Normal,272.26126950352227,8.970204169652545,2462.031425901375
2025-04-07 02:46:00,False,run,Normal,272.4129872687134,9.24053394071895,2465.7116197221003
2025-04-07 02:47:00,False,run,Normal,271.8562781301615,9.18029495667411,2469.205058370119
2025-04-07 02:48:00,False,run,Normal,271.7342647323744,9.037391930137822,2450.8262606551402
2025-04-07 02:49:00,False,run,Normal,271.26853780895095,9.268800195907323,2446.3649337969327
2025-04-07 02:50:00,False,run,Normal,271.81570061330797,9.053398172449837,2423.25583424946
2025-04-07 02:51:00,False,run,Normal,272.1915027928297,9.1233327368006,2472.549165602284
2025-04-07 02:52:00,False,run,Normal,272.4819173033555,9.100284141742803,2451.95342935686
2025-04-07 02:53:00,False,run,Normal,272.1696961070782,9.389206578815632,2467.583078475327
2025-04-07 02:54:00,False,run,Normal,272.81494919083485,8.987077048777971,2467.347013647309
2025-04-07 02:55:00,False,run,Normal,271.6215173850011,9.36052251435601,2482.648917367804
2025-04-07 02:56:00,False,run,Normal,271.63602035102747,9.090452591612243,2495.2919784924893
2025-04-07 02:57:00,False,run,Normal,271.88202437542145,9.101902476906304,2473.1893287731336
2025-04-07 02:58:00,False,run,Normal,271.7621145795492,9.150556182545909,2486.174553701002
2025-04-07 02:59:00,False,run,Normal,271.87832266879803,9.020575321273824,2491.362229206896
2025-04-07 03:00:00,False,run,Normal,271.912152374252,9.026606869155769,2458.6396867380568
2025-04-07 03:01:00,False,run,Normal,272.10916012410104,9.152382238895637,2464.8012971408057
2025-04-07 03:02:00,False,run,Normal,272.2564391311938,9.166049672371411,2464.490928613458
2025-04-07 03:03:00,False,run,Normal,271.4296706125998,8.998708579229548,2446.2351797886204
2025-04-07 03:04:00,False,run,Normal,272.1618626617439,9.06718763456883,2489.0825040688223
2025-04-07 03:05:00,False,run,Normal,272.07175743346187,9.233444573790015,2494.710696647265
2025-04-07 03:06:00,False,run,Normal,272.2051752682915,8.949040936070897,2443.6966074474403
2025-04-07 03:07:00,False,run,Normal,271.91893294894203,9.028351498273492,2452.281324746898
2025-04-07 03:08:00,False,run,Normal,271.9762426593459,9.102346766396238,2472.165959625006
2025-04-07 03:09:00,False,run,Normal,272.2943304129394,9.20942299512307,2467.6251537279277
2025-04-07 03:10:00,False,run,Normal,272.274013545993,9.082192534343026,2467.9450867806745
2025-04-07 03:11:00,False,run,Normal,271.9749683262746,9.107785376784001,2478.549716374334
2025-04-07 03:12:00,False,run,Normal,271.18499721359154,9.087522900529173,2488.8933695744145
2025-04-07 03:13:00,False,run,Normal,272.1460220345836,9.248542198807167,2482.1831881548997
2025-04-07 03:14:00,False,run,Normal,272.2666707072932,9.165014988729327,2464.281448111652
2025-04-07 03:15:00,False,run,Normal,272.11260049795806,9.256688533565583,2468.3797071737513
2025-04-07 03:16:00,False,run,Normal,272.03570501887924,9.285116970852998,2444.7761872663964
2025-04-07 03:17:00,False,run,Normal,271.5448970715043,9.25887309421859,2482.7940257748564
2025-04-07 03:18:00,False,run,Normal,272.3438647700286,9.162669653325125,2493.4201363503744
2025-04-07 03:19:00,False,run,Normal,272.34803369681816,9.225997264058025,2491.9464425545784
2025-04-07 03:20:00,False,run,Normal,271.85256653260717,9.16622591957018,2491.551230671268
2025-04-07 03:21:00,False,run,Normal,271.7990027456875,9.266058685412032,2478.564706231692
2025-04-07 03:22:00,False,run,Normal,272.58876937454306,9.060477114418589,2437.8513745214723
2025-04-07 03:23:00,False,run,Normal,272.3835336859753,9.279914841137476,2475.090960235777
