timestamp,feature_0,state,is_anomaly,label,sensor
2025-04-07 00:00:00,655.2183609843819,long_fiber,False,Normal,output
2025-04-07 00:01:00,651.0091764241797,long_fiber,False,Normal,output
2025-04-07 00:02:00,647.6561132002334,long_fiber,False,Normal,output
2025-04-07 00:03:00,663.0369294051302,long_fiber,False,Normal,output
2025-04-07 00:04:00,656.7529540623807,long_fiber,False,Normal,output
2025-04-07 00:05:00,648.310953042471,long_fiber,False,Normal,output
2025-04-07 00:06:00,648.8459710148913,long_fiber,False,Normal,output
2025-04-07 00:07:00,649.1848754756875,long_fiber,False,Normal,output
2025-04-07 00:08:00,650.5580396296255,long_fiber,False,Normal,output
2025-04-07 00:09:00,650.9697520653136,long_fiber,False,Normal,output
2025-04-07 00:10:00,648.6253935843512,long_fiber,False,Normal,output
2025-04-07 00:11:00,649.178857015678,long_fiber,False,Normal,output
2025-04-07 00:12:00,649.7433441490076,long_fiber,False,Normal,output
2025-04-07 00:13:00,657.218835608937,long_fiber,False,Normal,output
2025-04-07 00:14:00,652.7419499848838,long_fiber,False,Normal,output
2025-04-07 00:15:00,655.4892776320205,long_fiber,False,Normal,output
2025-04-07 00:16:00,655.4964858961924,long_fiber,False,Normal,output
2025-04-07 00:17:00,652.9153454028258,long_fiber,False,Normal,output
2025-04-07 00:18:00,649.8670432900063,long_fiber,False,Normal,output
2025-04-07 00:19:00,654.2369809276037,long_fiber,False,Normal,output
2025-04-07 00:20:00,644.5386808088289,long_fiber,False,Normal,output
2025-04-07 00:21:00,658.8964948913446,long_fiber,False,Normal,output
2025-04-07 00:22:00,646.1655027641973,long_fiber,False,Normal,output
2025-04-07 00:23:00,654.5069994722974,long_fiber,False,Normal,output
2025-04-07 00:24:00,646.5106037138196,long_fiber,False,Normal,output
2025-04-07 00:25:00,647.9372870300105,long_fiber,False,Normal,output
2025-04-07 00:26:00,647.8411955222263,long_fiber,False,Normal,output
2025-04-07 00:27:00,654.0366606874331,long_fiber,False,Normal,output
2025-04-07 00:28:00,647.953556055583,long_fiber,False,Normal,output
2025-04-07 00:29:00,656.9817757181459,long_fiber,False,Normal,output
2025-04-07 00:30:00,660.056124477185,long_fiber,False,Normal,output
2025-04-07 00:31:00,649.0412781381616,long_fiber,False,Normal,output
2025-04-07 00:32:00,651.3601058455328,long_fiber,False,Normal,output
2025-04-07 00:33:00,648.6582236531068,long_fiber,False,Normal,output
2025-04-07 00:34:00,657.8463936315082,long_fiber,False,Normal,output
2025-04-07 00:35:00,656.3507075699315,long_fiber,False,Normal,output
2025-04-07 00:36:00,654.6959314579198,long_fiber,False,Normal,output
2025-04-07 00:37:00,658.9103814763436,long_fiber,False,Normal,output
2025-04-07 00:38:00,662.7965538540352,long_fiber,False,Normal,output
2025-04-07 00:39:00,651.4280523628614,long_fiber,False,Normal,output
2025-04-07 00:40:00,662.5956359615235,long_fiber,False,Normal,output
2025-04-07 00:41:00,653.8982388451705,long_fiber,False,Normal,output
2025-04-07 00:42:00,651.4241910346799,long_fiber,False,Normal,output
2025-04-07 00:43:00,654.7084310213919,long_fiber,False,Normal,output
2025-04-07 00:44:00,650.3933232307376,long_fiber,False,Normal,output
2025-04-07 00:45:00,656.1141882186133,long_fiber,False,Normal,output
2025-04-07 00:46:00,657.2437351008188,long_fiber,False,Normal,output
2025-04-07 00:47:00,652.4294145499879,long_fiber,False,Normal,output
2025-04-07 00:48:00,657.9215115868735,long_fiber,False,Normal,output
2025-04-07 00:49:00,657.3924521584099,long_fiber,False,Normal,output
2025-04-07 00:50:00,658.1447954956642,long_fiber,False,Normal,output
2025-04-07 00:51:00,663.8664782381426,long_fiber,False,Normal,output
2025-04-07 00:52:00,654.613359482337,long_fiber,False,Normal,output
2025-04-07 00:53:00,656.801189317543,long_fiber,False,Normal,output
2025-04-07 00:54:00,661.2551608459054,long_fiber,False,Normal,output
2025-04-07 00:55:00,668.3479152166394,long_fiber,False,Normal,output
2025-04-07 00:56:00,655.4632206897795,long_fiber,False,Normal,output
2025-04-07 00:57:00,651.8749433897907,long_fiber,False,Normal,output
2025-04-07 00:58:00,664.0574104240916,long_fiber,False,Normal,output
2025-04-07 00:59:00,653.7234218779241,long_fiber,False,Normal,output
2025-04-07 01:00:00,650.396223566557,long_fiber,False,Normal,output
2025-04-07 01:01:00,667.4218455320553,long_fiber,False,Normal,output
2025-04-07 01:02:00,660.0908844108038,long_fiber,False,Normal,output
2025-04-07 01:03:00,659.4746525834229,long_fiber,False,Normal,output
2025-04-07 01:04:00,654.5292190924307,long_fiber,False,Normal,output
2025-04-07 01:05:00,662.8917730070052,long_fiber,False,Normal,output
2025-04-07 01:06:00,652.8674069801417,long_fiber,False,Normal,output
2025-04-07 01:07:00,663.0174973351952,long_fiber,False,Normal,output
2025-04-07 01:08:00,656.7996757070428,long_fiber,False,Normal,output
2025-04-07 01:09:00,660.9846897304275,long_fiber,False,Normal,output
2025-04-07 01:10:00,654.3545441162167,long_fiber,False,Normal,output
2025-04-07 01:11:00,662.4388827582895,long_fiber,False,Normal,output
2025-04-07 01:12:00,656.3847861692685,long_fiber,False,Normal,output
2025-04-07 01:13:00,662.6679676204841,long_fiber,False,Normal,output
2025-04-07 01:14:00,652.9213386365021,long_fiber,False,Normal,output
2025-04-07 01:15:00,652.3053759572617,long_fiber,False,Normal,output
2025-04-07 01:16:00,660.3231387813302,long_fiber,False,Normal,output
2025-04-07 01:17:00,668.6378907875466,long_fiber,False,Normal,output
2025-04-07 01:18:00,658.0336931445513,long_fiber,False,Normal,output
2025-04-07 01:19:00,660.286433920775,long_fiber,False,Normal,output
2025-04-07 01:20:00,665.5414800096459,long_fiber,False,Normal,output
2025-04-07 01:21:00,654.9718747766805,long_fiber,False,Normal,output
