timestamp,power,rpm,temperature,vibration,is_anomaly,state,label
2025-04-07 00:00:00,5.022329138521952,2.653642773890722,22.0,7.523581487498558,False,off,Normal
2025-04-07 00:01:00,5.0779813511172325,2.22689040607006,22.0,7.324660237218203,False,off,Normal
2025-04-07 00:02:00,4.8333794178854586,2.293507557520778,22.0,7.432946110166073,False,off,Power_outage
2025-04-07 00:03:00,6.071583776486573,2.8024381342500693,22.0,7.827574281477418,False,off,Normal
2025-04-07 00:04:00,4.644963898962718,2.02820633055853,22.0,7.241895919523367,False,off,Power_outage
2025-04-07 00:05:00,4.964404205261803,2.776822795784537,22.0,7.655788392040248,False,off,Power_outage
2025-04-07 00:06:00,5.588299140291907,2.136163393288184,22.0,7.537983040871133,False,off,Normal
2025-04-07 00:07:00,5.114247748667557,2.458990262298599,22.0,7.4925921912920925,False,off,Normal
2025-04-07 00:08:00,4.614359173787694,2.5584833537587786,22.0,7.604684541424182,False,off,Power_outage
2025-04-07 00:09:00,5.236080295366074,2.1662854429961924,22.0,7.602236202455537,False,off,Normal
2025-04-07 00:10:00,5.508368821770056,2.5593851252352624,22.0,7.319913617710045,False,off,Normal
2025-04-07 00:11:00,4.765446561598527,2.501718620376598,22.0,7.237480026258565,False,off,Power_outage
2025-04-07 00:12:00,4.901444331586796,2.6049362993574605,22.0,7.762862683389443,False,off,Power_outage
2025-04-07 00:13:00,4.724181390532579,2.910423271673628,22.0,7.996159601856706,False,off,Power_outage
2025-04-07 00:14:00,4.537878374424505,2.674590493040344,22.0,7.809972058971967,False,off,Power_outage
2025-04-07 00:15:00,4.622906030981641,3.1055464619027435,22.0,7.232951797714295,False,off,Power_outage
2025-04-07 00:16:00,5.487154516170132,2.733833840593631,22.0,8.131975448947497,False,off,Normal
2025-04-07 00:17:00,5.251503514935708,2.8110038367152352,22.0,7.408864339896778,False,off,Normal
2025-04-07 00:18:00,5.079163531606202,2.406955758467219,22.0,7.472882725336149,False,off,Normal
2025-04-07 00:19:00,5.406603444488326,2.79613086816278,22.0,7.569269624862301,False,off,Normal
2025-04-07 00:20:00,5.221655061276186,2.85165075252176,22.0,7.530481365262174,False,off,Normal
2025-04-07 00:21:00,4.941398196779624,2.5933452750441304,22.0,7.547765390634404,False,off,Power_outage
2025-04-07 00:22:00,5.477160417167414,2.581527782177292,22.0,7.907273300837728,False,off,Normal
2025-04-07 00:23:00,5.931089333597959,2.7543986686633817,22.0,7.902537921758489,False,off,Normal
2025-04-07 00:24:00,5.835408598768633,2.446026288700085,22.0,7.717643474654309,False,off,Normal
2025-04-07 00:25:00,5.120491536476401,3.0210893983889706,22.0,7.263089560610274,False,off,Normal
2025-04-07 00:26:00,4.766198037932851,2.5062436574135782,22.0,7.770219868245642,False,off,Power_outage
2025-04-07 00:27:00,5.085123942932678,2.6504709810032683,22.0,7.346966506801682,False,off,Normal
2025-04-07 00:28:00,5.239594703877826,2.513744222660976,22.0,7.328293466059341,False,off,Normal
2025-04-07 00:29:00,5.452902752692188,2.749266505123015,22.0,7.648552194500044,False,off,Normal
2025-04-07 00:30:00,5.392190127622238,2.353821994549636,22.0,7.733560243249892,False,off,Normal
2025-04-07 00:31:00,6.083605551715432,2.4947122094410545,22.0,7.496854327155049,False,off,Normal
2025-04-07 00:32:00,5.122095503328748,3.275349004373351,22.0,7.3679161690428066,False,off,Normal
2025-04-07 00:33:00,4.973036888336957,3.0530941783138323,22.0,7.696765840374105,False,off,Power_outage
2025-04-07 00:34:00,5.657242454961406,2.681708865300899,22.0,7.425613426096963,False,off,Normal
2025-04-07 00:35:00,5.437133567220422,2.504077226260589,22.0,7.56685260288603,False,off,Normal
2025-04-07 00:36:00,5.863622469245555,2.3734520932708083,22.0,7.772935122929546,False,off,Normal
2025-04-07 00:37:00,4.787818584405433,2.732853531296381,22.0,7.84261119625583,False,off,Power_outage
2025-04-07 00:38:00,5.042821647959439,2.706076787316304,22.0,7.524190037283839,False,off,Normal
2025-04-07 00:39:00,5.042405548010212,2.4911722599677883,22.0,8.030934078834703,False,off,Normal
2025-04-07 00:40:00,5.315770051497848,2.949676462793203,22.0,7.659902102311737,False,off,Normal
2025-04-07 00:41:00,6.307112008611766,2.856014067255052,22.0,8.186240154861933,False,off,Normal
2025-04-07 00:42:00,5.9541541316723965,2.457740786067818,22.0,7.589328999734771,False,off,Normal
2025-04-07 00:43:00,4.897602672498635,3.193807442972927,22.0,7.798729865565045,False,off,Power_outage
2025-04-07 00:44:00,6.404420188743475,2.5570580628822737,22.0,7.488447023598423,False,off,Normal
2025-04-07 00:45:00,6.113008176780422,2.5855289905873056,22.0,8.125832488969294,False,off,Normal
2025-04-07 00:46:00,6.09771958545584,3.049581692002078,22.0,8.124058928328084,False,off,Normal
2025-04-07 00:47:00,6.056229984578022,3.1752670692222904,22.0,7.626727295105578,False,off,Normal
2025-04-07 00:48:00,5.398143567293372,2.562574399688485,22.0,7.838378125978054,False,off,Normal
2025-04-07 00:49:00,6.109187998563534,3.0669698890097203,22.0,7.404764834722923,False,off,Normal
2025-04-07 00:50:00,6.16784051587193,2.51775255904672,22.0,7.621843696922826,False,off,Normal
2025-04-07 00:51:00,6.220897184823963,2.6455530090562904,22.0,7.869983447791705,False,off,Normal
2025-04-07 00:52:00,5.709605142776632,2.912124559096695,22.0,7.67442489385049,False,off,Normal
2025-04-07 00:53:00,4.563641308253511,3.223768321611175,22.0,8.083520919009315,False,off,Power_outage
2025-04-07 00:54:00,5.438914585028706,3.272895459567322,22.0,8.16454435049154,False,off,Normal
2025-04-07 00:55:00,5.733364603855423,2.3964910888918256,22.0,7.858688706174024,False,off,Normal
2025-04-07 00:56:00,5.8934732122426965,2.56926834191872,22.0,7.598124210068202,False,off,Normal
2025-04-07 00:57:00,4.801219950327006,2.5703201985397413,22.0,7.972581376408261,False,off,Power_outage
2025-04-07 00:58:00,5.432507813243552,2.8732072684743413,22.0,7.73739971301624,False,off,Normal
2025-04-07 00:59:00,6.677966353665977,2.6205447075557,22.0,8.117302459398703,False,off,Normal
2025-04-07 01:00:00,5.4364119278442375,2.394403352791419,22.0,7.798488510393841,False,off,Normal
2025-04-07 01:01:00,5.295641890005547,2.91785779330544,22.0,7.834329307122175,False,off,Normal
2025-04-07 01:02:00,5.212952960243374,2.7360167713578614,22.0,7.743815474380763,False,off,Normal
2025-04-07 01:03:00,5.454083585058087,2.8281085538699524,22.0,7.621046360019664,False,off,Normal
2025-04-07 01:04:00,6.89956884764077,3.0262008090507178,22.0,8.047657826726097,False,off,Normal
2025-04-07 01:05:00,6.390045665449854,2.898978265331845,22.0,7.747744133999002,False,off,Normal
2025-04-07 01:06:00,4.962582200680492,3.2675240007132795,22.0,8.179402617172043,False,off,Power_outage
2025-04-07 01:07:00,5.585733377207008,3.0415006360827244,22.0,7.772695893029209,False,off,Normal
2025-04-07 01:08:00,5.275148332074774,2.8455792288317703,22.0,8.05604114877203,False,off,Normal
2025-04-07 01:09:00,5.71605605775885,3.090094468979561,22.0,7.737770733574318,False,off,Normal
2025-04-07 01:10:00,4.719224244093415,2.9367189561699822,22.0,7.807911711694559,False,off,Power_outage
2025-04-07 01:11:00,5.534952707581578,2.746912377542684,22.0,8.035255351559735,True,off,Normal
2025-04-07 01:12:00,4.945581060935811,3.053261101775444,22.0,7.628234271481665,False,off,Power_outage
2025-04-07 01:13:00,6.053633160312686,2.879565888320419,22.0,7.5705138755847665,False,off,Normal
2025-04-07 01:14:00,6.168341475131635,3.1826932670267114,22.0,7.7162799276987375,False,off,Normal
2025-04-07 01:15:00,4.927825774764512,2.541319431231427,22.0,8.045887244174617,False,off,Power_outage
2025-04-07 01:16:00,5.570760220035464,2.989901986618821,22.0,8.11087082792243,False,off,Normal
2025-04-07 01:17:00,4.787359299804187,2.8893115693374263,22.0,8.343499141909698,False,off,Power_outage
2025-04-07 01:18:00,5.011280460556222,2.769707447687052,22.0,8.172347135115498,False,off,Normal
2025-04-07 01:19:00,6.17904880458322,2.602385394750022,22.0,7.567460313379145,False,off,Normal
2025-04-07 01:20:00,6.096112330954853,2.464352967832739,22.0,7.734462854328241,False,off,Normal
